region_psgc,province_psgc,city_muni_psgc,barangay_psgc,barangay_name,latitude,longitude
040000000,041000000,041001000,041001001,Adia,13.943445,120.930164
040000000,041000000,041001000,041001002,Bagong Sikat,13.939772,120.933280
040000000,041000000,041001000,041001004,Balangon,13.920209,120.915416
040000000,041000000,041001000,041001005,Bilibinwang,13.989693,120.943229
040000000,041000000,041001000,041001006,Bangin,13.927115,120.923679
040000000,041000000,041001000,041001007,Barigon,13.985364,120.920470
040000000,041000000,041001000,041001008,Coral Na Munti,13.933503,120.913458
040000000,041000000,041001000,041001009,Guitna,13.934754,120.937686
040000000,041000000,041001000,041001010,Mabini,13.927948,120.913282
040000000,041000000,041001000,041001012,Pamiga,13.939091,120.923396
040000000,041000000,041001000,041001013,Panhulan,13.942277,120.942715
040000000,041000000,041001000,041001014,Pansipit,13.927890,120.941983
040000000,041000000,041001000,041001015,Poblacion,13.934629,120.931205
040000000,041000000,041001000,041001016,Pook,13.926930,120.931748
040000000,041000000,041001000,041001017,San Jacinto,13.959021,120.911007
040000000,041000000,041001000,041001018,San Teodoro,13.934179,120.943532
040000000,041000000,041001000,041001019,Santa Cruz,13.914668,120.918390
040000000,041000000,041001000,041001020,Santo Tomas,13.937693,120.942048
040000000,041000000,041001000,041001021,Subic Ibaba,13.951251,120.931292
040000000,041000000,041001000,041001022,Subic Ilaya,13.968479,120.940640
040000000,041000000,041001000,041001023,Banyaga,14.008289,120.942016
040000000,041000000,041002000,041002001,Balagbag,13.867187,121.013569
040000000,041000000,041002000,041002002,Concepcion,13.866591,121.017657
040000000,041000000,041002000,041002003,Concordia,13.851052,121.023976
040000000,041000000,041002000,041002004,Dalipit East,13.868342,121.033975
040000000,041000000,041002000,041002005,Dalipit West,13.866770,121.027429
040000000,041000000,041002000,041002006,Dominador East,13.877290,121.033075
040000000,041000000,041002000,041002007,Dominador West,13.873620,121.025124
040000000,041000000,041002000,041002008,Munlawin Sur,13.854674,121.029904
040000000,041000000,041002000,041002009,Munlawin Norte,13.860062,121.030872
040000000,041000000,041002000,041002011,Muzon Primero,13.853256,120.992792
040000000,041000000,041002000,041002012,Muzon Segundo,13.847586,121.001214
040000000,041000000,041002000,041002013,Pinagkurusan,13.868543,121.021132
040000000,041000000,041002000,041002014,Ping-As,13.887156,121.025791
040000000,041000000,041002000,041002015,Poblacion East,13.871979,121.006187
040000000,041000000,041002000,041002016,Poblacion West,13.870527,121.000526
040000000,041000000,041002000,041002018,San Jose,13.863489,120.997731
040000000,041000000,041002000,041002019,Santa Cruz,13.870060,120.993715
040000000,041000000,041002000,041002020,Tadlac,13.881485,121.010908
040000000,041000000,041002000,041002021,San Juan,13.857937,121.009278
040000000,041000000,041003000,041003001,Baclaran,13.932603,120.773845
040000000,041000000,041003000,041003003,Barangay 1,13.932402,120.728663
040000000,041000000,041003000,041003004,Barangay 10,13.934936,120.734708
040000000,041000000,041003000,041003005,Barangay 11,13.934526,120.732056
040000000,041000000,041003000,041003006,Barangay 12,13.938339,120.730745
040000000,041000000,041003000,041003007,Barangay 2,13.936827,120.725260
040000000,041000000,041003000,041003008,Barangay 3,13.940271,120.727241
040000000,041000000,041003000,041003009,Barangay 4,13.936831,120.729387
040000000,041000000,041003000,041003010,Barangay 5,13.938052,120.733906
040000000,041000000,041003000,041003011,Barangay 6,13.941009,120.734482
040000000,041000000,041003000,041003012,Barangay 7,13.940854,120.731219
040000000,041000000,041003000,041003013,Barangay 8,13.937892,120.737769
040000000,041000000,041003000,041003014,Barangay 9,13.935953,120.736807
040000000,041000000,041003000,041003016,Calan,14.000879,120.770841
040000000,041000000,041003000,041003017,Caloocan,13.948968,120.721739
040000000,041000000,041003000,041003018,Calzada,13.948582,120.731785
040000000,041000000,041003000,041003019,Canda,13.963168,120.697906
040000000,041000000,041003000,041003020,Carenahan,13.934249,120.756977
040000000,041000000,041003000,041003021,Caybunga,13.942469,120.760738
040000000,041000000,041003000,041003022,Cayponce,13.957415,120.740755
040000000,041000000,041003000,041003023,Dalig,13.934152,120.693105
040000000,041000000,041003000,041003024,Dao,13.974941,120.740555
040000000,041000000,041003000,041003025,Dilao,13.984883,120.683748
040000000,041000000,041003000,041003026,Duhatan,13.946584,120.671863
040000000,041000000,041003000,041003027,Durungao,13.940325,120.766745
040000000,041000000,041003000,041003028,Gimalas,13.946646,120.750613
040000000,041000000,041003000,041003029,Gumamela,13.945554,120.743212
040000000,041000000,041003000,041003030,Lagnas,13.972447,120.677512
040000000,041000000,041003000,041003031,Lanatan,13.957465,120.727905
040000000,041000000,041003000,041003032,Langgangan,13.943604,120.754797
040000000,041000000,041003000,041003033,Lucban Putol,13.961249,120.751682
040000000,041000000,041003000,041003034,Lucban Pook,13.984881,120.769721
040000000,041000000,041003000,041003035,Magabe,13.977213,120.702771
040000000,041000000,041003000,041003036,Malalay,13.960391,120.682484
040000000,041000000,041003000,041003037,Munting Tubig,13.966657,120.725754
040000000,041000000,041003000,041003038,Navotas,13.931083,120.717606
040000000,041000000,041003000,041003039,Patugo,14.032383,120.806235
040000000,041000000,041003000,041003040,Palikpikan,13.919935,120.684425
040000000,041000000,041003000,041003042,Pooc,13.959027,120.763547
040000000,041000000,041003000,041003043,Sambat,13.949476,120.708554
040000000,041000000,041003000,041003044,Sampaga,13.942220,120.772929
040000000,041000000,041003000,041003045,San Juan,13.938437,120.743941
040000000,041000000,041003000,041003046,San Piro,13.921820,120.700075
040000000,041000000,041003000,041003048,Santol,13.940229,120.708368
040000000,041000000,041003000,041003049,Sukol,14.020676,120.790852
040000000,041000000,041003000,041003050,Tactac,13.977218,120.687738
040000000,041000000,041003000,041003051,Taludtud,13.983605,120.756546
040000000,041000000,041003000,041003052,Tanggoy,13.948603,120.686699
040000000,041000000,041004000,041004001,Alangilan,13.993171,121.120978
040000000,041000000,041004000,041004002,Calawit,14.005082,121.011199
040000000,041000000,041004000,041004003,Looc,14.028766,121.082031
040000000,041000000,041004000,041004004,Magapi,14.028489,121.099036
040000000,041000000,041004000,041004005,Makina,14.022015,121.109810
040000000,041000000,041004000,041004006,Malabanan,14.014336,121.124234
040000000,041000000,041004000,041004007,Paligawan,14.003167,121.136261
040000000,041000000,041004000,041004008,Palsara,14.004431,121.106773
040000000,041000000,041004000,041004009,Poblacion,14.017871,121.098473
040000000,041000000,041004000,041004010,Sala,14.024017,121.095093
040000000,041000000,041004000,041004011,Sampalocan,14.030795,121.090287
040000000,041000000,041004000,041004012,Solis,14.034842,121.099844
040000000,041000000,041004000,041004013,San Sebastian,14.025486,121.066950
040000000,041000000,041005000,041005001,Alangilan,13.782554,121.066948
040000000,041000000,041005000,041005003,Balagtas,13.797221,121.068533
040000000,041000000,041005000,041005004,Balete,13.826841,121.068287
040000000,041000000,041005000,041005006,Banaba Center,13.805209,121.060165
040000000,041000000,041005000,041005007,Banaba Kanluran,13.799581,121.051057
040000000,041000000,041005000,041005008,Banaba Silangan,13.814051,121.063681
040000000,041000000,041005000,041005009,Banaba Ibaba,13.791143,121.054335
040000000,041000000,041005000,041005010,Bilogo,13.749159,121.154901
040000000,041000000,041005000,041005011,Maapas,13.771742,121.148143
040000000,041000000,041005000,041005012,Bolbok,13.774317,121.050250
040000000,041000000,041005000,041005013,Bukal,13.834222,121.096840
040000000,041000000,041005000,041005014,Calicanto,13.764397,121.052549
040000000,041000000,041005000,041005016,Catandala,13.778328,121.137519
040000000,041000000,041005000,041005017,Concepcion,13.832345,121.083968
040000000,041000000,041005000,041005018,Conde Itaas,13.725155,121.131427
040000000,041000000,041005000,041005019,Conde Labak,13.736143,121.112279
040000000,041000000,041005000,041005020,Cuta,13.748311,121.054524
040000000,041000000,041005000,041005021,Dalig,13.770056,121.086734
040000000,041000000,041005000,041005022,Dela Paz,13.640139,121.100684
040000000,041000000,041005000,041005023,Dela Paz Pulot Aplaya,13.639816,121.127816
040000000,041000000,041005000,041005024,Dela Paz Pulot Itaas,13.650459,121.126277
040000000,041000000,041005000,041005026,Domoclay,13.744192,121.097653
040000000,041000000,041005000,041005027,Dumantay,13.764395,121.104688
040000000,041000000,041005000,041005028,Gulod Itaas,13.762203,121.083889
040000000,041000000,041005000,041005029,Gulod Labak,13.760646,121.071573
040000000,041000000,041005000,041005030,Haligue Kanluran,13.683004,121.095789
040000000,041000000,041005000,041005031,Haligue Silangan,13.664952,121.103066
040000000,041000000,041005000,041005032,Ilihan,13.646706,121.076385
040000000,041000000,041005000,041005033,Kumba,13.686301,121.143517
040000000,041000000,041005000,041005034,Kumintang Ibaba,13.765890,121.065469
040000000,041000000,041005000,041005035,Kumintang Ilaya,13.772402,121.066805
040000000,041000000,041005000,041005036,Libjo,13.738558,121.068822
040000000,041000000,041005000,041005037,"Liponpon, Isla Verde",13.557395,121.089949
040000000,041000000,041005000,041005038,Mahabang Dahilig,13.710755,121.096311
040000000,041000000,041005000,041005039,Mahabang Parang,13.821436,121.077000
040000000,041000000,041005000,041005040,Mahacot Silangan,13.774626,121.128066
040000000,041000000,041005000,041005041,Mahacot Kanluran,13.776983,121.115938
040000000,041000000,041005000,041005042,Malalim,13.723793,121.094619
040000000,041000000,041005000,041005043,Malibayo,13.672585,121.078422
040000000,041000000,041005000,041005044,Malitam,13.742824,121.059280
040000000,041000000,041005000,041005045,Maruclap,13.680250,121.118327
040000000,041000000,041005000,041005046,Mabacong,13.652937,121.054596
040000000,041000000,041005000,041005047,Pagkilatan,13.639009,121.051823
040000000,041000000,041005000,041005048,Paharang Kanluran,13.758962,121.129253
040000000,041000000,041005000,041005049,Paharang Silangan,13.752809,121.143610
040000000,041000000,041005000,041005050,Pallocan Silangan,13.753872,121.086475
040000000,041000000,041005000,041005051,Pallocan Kanluran,13.753280,121.069664
040000000,041000000,041005000,041005052,Pinamucan,13.693786,121.059552
040000000,041000000,041005000,041005053,Pinamucan Ibaba,13.685180,121.060050
040000000,041000000,041005000,041005054,Pinamucan Silangan,13.686772,121.077674
040000000,041000000,041005000,041005055,Barangay 1,13.753974,121.059937
040000000,041000000,041005000,041005056,Barangay 10,13.759725,121.058283
040000000,041000000,041005000,041005057,Barangay 11,13.761363,121.058077
040000000,041000000,041005000,041005058,Barangay 12,13.761302,121.056109
040000000,041000000,041005000,041005059,Barangay 13,13.759932,121.056199
040000000,041000000,041005000,041005060,Barangay 14,13.758936,121.056555
040000000,041000000,041005000,041005061,Barangay 15,13.757976,121.056705
040000000,041000000,041005000,041005062,Barangay 16,13.756973,121.057717
040000000,041000000,041005000,041005063,Barangay 17,13.755152,121.057799
040000000,041000000,041005000,041005064,Barangay 18,13.754488,121.056623
040000000,041000000,041005000,041005065,Barangay 19,13.753008,121.055366
040000000,041000000,041005000,041005066,Barangay 2,13.755402,121.060950
040000000,041000000,041005000,041005067,Barangay 20,13.754302,121.053974
040000000,041000000,041005000,041005068,Barangay 21,13.756357,121.053843
040000000,041000000,041005000,041005069,Barangay 22,13.756754,121.055936
040000000,041000000,041005000,041005070,Barangay 23,13.758466,121.055018
040000000,041000000,041005000,041005071,Barangay 24,13.758610,121.054168
040000000,041000000,041005000,041005072,Barangay 3,13.756367,121.061149
040000000,041000000,041005000,041005073,Barangay 4,13.758107,121.063097
040000000,041000000,041005000,041005074,Barangay 5,13.758443,121.061336
040000000,041000000,041005000,041005075,Barangay 6,13.760742,121.063557
040000000,041000000,041005000,041005076,Barangay 7,13.760452,121.060000
040000000,041000000,041005000,041005077,Barangay 8,13.757741,121.060126
040000000,041000000,041005000,041005078,Barangay 9,13.757504,121.058826
040000000,041000000,041005000,041005082,Sampaga,13.753556,121.104169
040000000,041000000,041005000,041005083,"San Agapito, Isla Verde",13.534744,121.088024
040000000,041000000,041005000,041005084,"San Agustin Kanluran, Isla Verde",13.559130,121.052143
040000000,041000000,041005000,041005085,"San Agustin Silangan, Isla Verde",13.559522,121.062986
040000000,041000000,041005000,041005087,"San Andres, Isla Verde",13.565043,121.079340
040000000,041000000,041005000,041005088,"San Antonio, Isla Verde",13.547205,121.076810
040000000,041000000,041005000,041005090,San Isidro,13.727725,121.079887
040000000,041000000,041005000,041005092,San Jose Sico,13.742333,121.169298
040000000,041000000,041005000,041005093,San Miguel,13.715997,121.115364
040000000,041000000,041005000,041005094,San Pedro,13.780449,121.099889
040000000,041000000,041005000,041005095,Santa Clara,13.757813,121.044988
040000000,041000000,041005000,041005096,Santa Rita Aplaya,13.770359,121.033989
040000000,041000000,041005000,041005097,Santa Rita Karsada,13.781981,121.041247
040000000,041000000,041005000,041005099,Santo Domingo,13.708978,121.137048
040000000,041000000,041005000,041005100,Santo Niño,13.696705,121.111383
040000000,041000000,041005000,041005101,Simlong,13.670712,121.061451
040000000,041000000,041005000,041005102,Sirang Lupa,13.735514,121.091091
040000000,041000000,041005000,041005103,Sorosoro Ibaba,13.809850,121.094837
040000000,041000000,041005000,041005104,Sorosoro Ilaya,13.821028,121.089816
040000000,041000000,041005000,041005105,Sorosoro Karsada,13.807651,121.079095
040000000,041000000,041005000,041005106,Tabangao Aplaya,13.706693,121.064287
040000000,041000000,041005000,041005107,Tabangao Ambulong,13.716420,121.074129
040000000,041000000,041005000,041005109,Tabangao Dao,13.701597,121.078526
040000000,041000000,041005000,041005110,Talahib Pandayan,13.661418,121.153216
040000000,041000000,041005000,041005111,Talahib Payapa,13.661911,121.124013
040000000,041000000,041005000,041005112,Talumpok Kanluran,13.727622,121.142022
040000000,041000000,041005000,041005113,Talumpok Silangan,13.712185,121.163607
040000000,041000000,041005000,041005114,Tinga Itaas,13.796354,121.089782
040000000,041000000,041005000,041005115,Tinga Labak,13.785429,121.079891
040000000,041000000,041005000,041005116,Tulo,13.750820,121.123544
040000000,041000000,041005000,041005117,Wawa,13.740161,121.054554
040000000,041000000,041006000,041006001,Alagao,13.804339,120.965182
040000000,041000000,041006000,041006002,Aplaya,13.782148,121.012152
040000000,041000000,041006000,041006003,As-Is,13.826205,120.995799
040000000,041000000,041006000,041006004,Bagong Silang,13.772647,120.947680
040000000,041000000,041006000,041006005,Baguilawa,13.793060,120.958346
040000000,041000000,041006000,041006006,Balayong,13.813642,120.992557
040000000,041000000,041006000,041006007,Barangay I,13.792786,121.004904
040000000,041000000,041006000,041006008,Barangay II,13.789159,121.005064
040000000,041000000,041006000,041006009,Barangay III,13.792249,121.011020
040000000,041000000,041006000,041006010,Barangay IV,13.788602,121.011054
040000000,041000000,041006000,041006011,Bolo,13.787610,120.975360
040000000,041000000,041006000,041006012,Colvo,13.777038,120.939393
040000000,041000000,041006000,041006013,Cupang,13.836009,120.993101
040000000,041000000,041006000,041006014,Durungao,13.817061,120.973822
040000000,041000000,041006000,041006015,Gulibay,13.791186,120.970424
040000000,041000000,041006000,041006016,Inicbulan,13.821725,120.983036
040000000,041000000,041006000,041006018,Locloc,13.793617,120.925982
040000000,041000000,041006000,041006019,Magalang-Galang,13.769103,120.939782
040000000,041000000,041006000,041006020,Malindig,13.807425,120.957266
040000000,041000000,041006000,041006021,Manalupong,13.793065,120.937679
040000000,041000000,041006000,041006022,Manghinao Proper,13.794003,120.998196
040000000,041000000,041006000,041006023,Manghinao Uno,13.800953,120.993187
040000000,041000000,041006000,041006024,New Danglayan,13.784494,121.003284
040000000,041000000,041006000,041006025,Orense,13.771299,120.930661
040000000,041000000,041006000,041006026,Pitugo,13.780776,120.953868
040000000,041000000,041006000,041006028,Rizal,13.826420,120.977117
040000000,041000000,041006000,041006029,Sampaguita,13.782750,120.935369
040000000,041000000,041006000,041006030,San Agustin,13.788777,120.949084
040000000,041000000,041006000,041006031,San Andres Proper,13.785478,120.996737
040000000,041000000,041006000,041006032,San Andres Uno,13.783834,120.992636
040000000,041000000,041006000,041006033,San Diego,13.803082,120.939425
040000000,041000000,041006000,041006034,San Miguel,13.783451,120.980126
040000000,041000000,041006000,041006035,San Pablo,13.804792,120.919342
040000000,041000000,041006000,041006036,San Pedro,13.775389,120.959989
040000000,041000000,041006000,041006037,San Roque,13.791148,120.985856
040000000,041000000,041006000,041006038,San Teodoro,13.826338,121.005804
040000000,041000000,041006000,041006039,San Vicente,13.798292,120.949150
040000000,041000000,041006000,041006041,Santa Maria,13.781013,120.966185
040000000,041000000,041006000,041006042,Santo Domingo,13.784003,121.001460
040000000,041000000,041006000,041006044,Sinala,13.802628,120.976164
040000000,041000000,041007000,041007001,Bagong Tubig,13.943691,120.805183
040000000,041000000,041007000,041007002,Baclas,13.998224,120.857214
040000000,041000000,041007000,041007003,Balimbing,14.006095,120.825713
040000000,041000000,041007000,041007004,Bambang,14.009292,120.854796
040000000,041000000,041007000,041007006,Barangay 1,13.935345,120.809165
040000000,041000000,041007000,041007007,Barangay 2,13.933675,120.811988
040000000,041000000,041007000,041007008,Barangay 3,13.935925,120.813603
040000000,041000000,041007000,041007009,Barangay 4,13.930242,120.811388
040000000,041000000,041007000,041007010,Barangay 5,13.930015,120.814417
040000000,041000000,041007000,041007011,Barangay 6,13.935706,120.815859
040000000,041000000,041007000,041007012,Bisaya,13.998046,120.846506
040000000,041000000,041007000,041007013,Cahil,14.039487,120.832410
040000000,041000000,041007000,041007014,Caluangan,13.964022,120.859971
040000000,041000000,041007000,041007015,Calantas,13.962037,120.781178
040000000,041000000,041007000,041007016,Camastilisan,13.926108,120.807142
040000000,041000000,041007000,041007017,Coral Ni Lopez,13.988856,120.790308
040000000,041000000,041007000,041007018,Coral Ni Bacal,13.965877,120.841985
040000000,041000000,041007000,041007019,Dacanlao,13.941530,120.785720
040000000,041000000,041007000,041007020,Dila,13.963248,120.851489
040000000,041000000,041007000,041007021,Loma,13.985050,120.805475
040000000,041000000,041007000,041007022,Lumbang Calzada,13.929499,120.821943
040000000,041000000,041007000,041007023,Lumbang Na Bata,13.945991,120.826900
040000000,041000000,041007000,041007024,Lumbang Na Matanda,13.941899,120.832498
040000000,041000000,041007000,041007025,Madalunot,13.954151,120.821718
040000000,041000000,041007000,041007027,Makina,13.991294,120.821468
040000000,041000000,041007000,041007028,Matipok,13.995048,120.834187
040000000,041000000,041007000,041007030,Munting Coral,13.974538,120.819157
040000000,041000000,041007000,041007031,Niyugan,13.975912,120.838025
040000000,041000000,041007000,041007032,Pantay,13.957837,120.800240
040000000,041000000,041007000,041007033,Puting Bato West,13.932275,120.836840
040000000,041000000,041007000,041007034,Puting Kahoy,13.948755,120.823847
040000000,041000000,041007000,041007035,Puting Bato East,13.929429,120.843993
040000000,041000000,041007000,041007036,Quisumbing,13.929977,120.798606
040000000,041000000,041007000,041007037,Salong,13.921957,120.819038
040000000,041000000,041007000,041007038,San Rafael,13.930378,120.786317
040000000,041000000,041007000,041007039,Sinisian,13.921421,120.848257
040000000,041000000,041007000,041007041,Taklang Anak,14.015057,120.810942
040000000,041000000,041007000,041007042,Talisay,13.915482,120.837766
040000000,041000000,041007000,041007043,Tamayo,14.031176,120.849286
040000000,041000000,041007000,041007044,Timbain,13.952641,120.815136
040000000,041000000,041008000,041008001,Bagong Silang,13.781425,120.662272
040000000,041000000,041008000,041008002,Baha,13.871116,120.705967
040000000,041000000,041008000,041008003,Balibago,13.924196,120.627213
040000000,041000000,041008000,041008004,Balitoc,13.859928,120.639219
040000000,041000000,041008000,041008005,Biga,13.914802,120.648055
040000000,041000000,041008000,041008006,Bucal,13.864308,120.675617
040000000,041000000,041008000,041008007,Carlosa,13.881469,120.680615
040000000,041000000,041008000,041008008,Carretunan,13.897249,120.633275
040000000,041000000,041008000,041008009,Encarnacion,13.867983,120.695354
040000000,041000000,041008000,041008010,Gulod,13.873170,120.630723
040000000,041000000,041008000,041008011,Hukay,13.851733,120.702131
040000000,041000000,041008000,041008013,Lucsuhin,13.882228,120.646496
040000000,041000000,041008000,041008014,Luya,13.916922,120.668144
040000000,041000000,041008000,041008015,Paraiso,13.901675,120.665463
040000000,041000000,041008000,041008016,Barangay 1,13.845369,120.630041
040000000,041000000,041008000,041008017,Barangay 2,13.833640,120.625317
040000000,041000000,041008000,041008018,Barangay 3,13.839295,120.645161
040000000,041000000,041008000,041008019,Barangay 4,13.822912,120.638419
040000000,041000000,041008000,041008020,Quilitisan,13.884643,120.626359
040000000,041000000,041008000,041008021,Real,13.867268,120.660847
040000000,041000000,041008000,041008022,Sambungan,13.884825,120.663750
040000000,041000000,041008000,041008023,Santa Ana,13.796270,120.654609
040000000,041000000,041008000,041008026,Talibayog,13.899556,120.687428
040000000,041000000,041008000,041008027,Talisay,13.911626,120.631885
040000000,041000000,041008000,041008028,Tanagan,13.811084,120.648355
040000000,041000000,041009000,041009001,Balagbag,13.929252,121.060530
040000000,041000000,041009000,041009002,Bungahan,13.868586,121.056005
040000000,041000000,041009000,041009003,Calumayin,13.937273,121.056447
040000000,041000000,041009000,041009005,Dalipit East,13.869132,121.046522
040000000,041000000,041009000,041009006,Dalipit West,13.869209,121.039675
040000000,041000000,041009000,041009007,Dita,13.921046,121.070313
040000000,041000000,041009000,041009008,Don Juan,13.919815,121.041669
040000000,041000000,041009000,041009009,Emmanuel,13.881956,121.051505
040000000,041000000,041009000,041009010,Ibabao,13.907696,121.069505
040000000,041000000,041009000,041009011,Labac,13.891856,121.060758
040000000,041000000,041009000,041009012,Pinagkaisahan,13.914930,121.055958
040000000,041000000,041009000,041009013,San Felipe,13.889090,121.040911
040000000,041000000,041009000,041009014,San Isidro,13.908796,121.061535
040000000,041000000,041009000,041009015,Barangay 1,13.895378,121.051901
040000000,041000000,041009000,041009016,Barangay 2,13.899609,121.049657
040000000,041000000,041009000,041009017,Barangay 3,13.900070,121.054130
040000000,041000000,041009000,041009018,Barangay 4,13.902454,121.054515
040000000,041000000,041009000,041009019,Barangay 5,13.901813,121.049857
040000000,041000000,041009000,041009020,Barangay 6,13.903783,121.049801
040000000,041000000,041009000,041009021,Barangay 7,13.899658,121.045818
040000000,041000000,041009000,041009022,Barangay 8,13.906915,121.047760
040000000,041000000,041010000,041010001,Bago,13.809303,121.117911
040000000,041000000,041010000,041010002,Balanga,13.801269,121.140672
040000000,041000000,041010000,041010003,Bungahan,13.799018,121.124548
040000000,041000000,041010000,041010004,Calamias,13.861191,121.151185
040000000,041000000,041010000,041010005,Catandala,13.789431,121.150024
040000000,041000000,041010000,041010006,Coliat,13.816467,121.125015
040000000,041000000,041010000,041010007,Dayapan,13.808233,121.151262
040000000,041000000,041010000,041010008,Lapu-lapu,13.839584,121.130898
040000000,041000000,041010000,041010009,Lucsuhin,13.808356,121.163534
040000000,041000000,041010000,041010010,Mabalor,13.783722,121.161858
040000000,041000000,041010000,041010011,Malainin,13.831737,121.118942
040000000,041000000,041010000,041010012,Matala,13.826188,121.154185
040000000,041000000,041010000,041010013,Munting-Tubig,13.851443,121.162902
040000000,041000000,041010000,041010014,Palindan,13.827436,121.128407
040000000,041000000,041010000,041010015,Pangao,13.822777,121.144195
040000000,041000000,041010000,041010016,Panghayaan,13.775046,121.174429
040000000,041000000,041010000,041010017,Poblacion,13.816887,121.133737
040000000,041000000,041010000,041010018,Quilo,13.826988,121.108558
040000000,041000000,041010000,041010019,Sabang,13.797480,121.106304
040000000,041000000,041010000,041010020,Salaban I,13.858169,121.120838
040000000,041000000,041010000,041010022,San Agustin,13.828695,121.163607
040000000,041000000,041010000,041010023,Sandalan,13.804284,121.134279
040000000,041000000,041010000,041010024,Santo Niño,13.857788,121.135449
040000000,041000000,041010000,041010025,Talaibon,13.835100,121.142002
040000000,041000000,041010000,041010027,Tulay Na Patpat,13.846944,121.151910
040000000,041000000,041010000,041010028,Salaban II,13.848949,121.115444
040000000,041000000,041011000,041011001,As-Is,14.058244,120.910842
040000000,041000000,041011000,041011002,Balakilong,14.073321,120.925017
040000000,041000000,041011000,041011004,Berinayan,14.081597,120.952430
040000000,041000000,041011000,041011006,Bugaan East,14.047580,120.941398
040000000,041000000,041011000,041011007,Bugaan West,14.026893,120.920354
040000000,041000000,041011000,041011008,Buso-buso,14.019058,120.934158
040000000,041000000,041011000,041011010,Dayap Itaas,14.060198,120.857727
040000000,041000000,041011000,041011011,Gulod,14.036344,120.944035
040000000,041000000,041011000,041011012,J. Leviste,14.078060,120.938542
040000000,041000000,041011000,041011013,Molinete,14.070260,120.908145
040000000,041000000,041011000,041011014,Niyugan,14.072249,120.882362
040000000,041000000,041011000,041011015,Paliparan,14.057726,120.887581
040000000,041000000,041011000,041011016,Barangay 1,14.054992,120.927212
040000000,041000000,041011000,041011017,Barangay 2,14.050786,120.926860
040000000,041000000,041011000,041011018,Barangay 3,14.051750,120.937625
040000000,041000000,041011000,041011019,Barangay 4,14.056491,120.935762
040000000,041000000,041011000,041011020,Barangay 5,14.045933,120.927348
040000000,041000000,041011000,041011021,San Gabriel,14.043890,120.910349
040000000,041000000,041011000,041011022,San Gregorio,14.037104,120.876775
040000000,041000000,041011000,041011023,Santa Maria,14.047551,120.886734
040000000,041000000,041011000,041011024,Ticub,14.030520,120.905819
040000000,041000000,041012000,041012001,Anak-Dagat,13.878607,120.911922
040000000,041000000,041012000,041012002,Arumahan,13.941379,120.862445
040000000,041000000,041012000,041012003,Ayao-iyao,13.909000,120.909833
040000000,041000000,041012000,041012004,Bagong Pook,13.920736,120.862587
040000000,041000000,041012000,041012005,Bagong Sikat,13.883496,120.916254
040000000,041000000,041012000,041012006,Balanga,13.905967,120.877864
040000000,041000000,041012000,041012007,Bukal,13.908807,120.893491
040000000,041000000,041012000,041012009,Cahilan I,13.932628,120.904494
040000000,041000000,041012000,041012010,Cahilan II,13.915902,120.898361
040000000,041000000,041012000,041012011,Dayapan,13.931485,120.878681
040000000,041000000,041012000,041012012,Dita,13.934258,120.897816
040000000,041000000,041012000,041012013,Gulod,13.940408,120.873239
040000000,041000000,041012000,041012014,Lucky,13.879663,120.914187
040000000,041000000,041012000,041012015,Maguihan,13.880717,120.912419
040000000,041000000,041012000,041012016,Mahabang Dahilig,13.945611,120.884688
040000000,041000000,041012000,041012017,Mahayahay,13.915221,120.876456
040000000,041000000,041012000,041012018,Maigsing Dahilig,13.920407,120.888014
040000000,041000000,041012000,041012020,Maligaya,13.877301,120.912422
040000000,041000000,041012000,041012021,Malinis,13.898436,120.903152
040000000,041000000,041012000,041012022,Masalisi,13.973009,120.881110
040000000,041000000,041012000,041012023,Mataas Na Bayan,13.912289,120.869228
040000000,041000000,041012000,041012024,Matingain I,13.912568,120.884972
040000000,041000000,041012000,041012025,Matingain II,13.914064,120.880683
040000000,041000000,041012000,041012026,Mayasang,14.020343,120.867629
040000000,041000000,041012000,041012027,Niugan,14.010063,120.888438
040000000,041000000,041012000,041012028,Nonong Casto,13.899452,120.891705
040000000,041000000,041012000,041012029,Palanas,13.891180,120.907395
040000000,041000000,041012000,041012030,Payapa Ibaba,13.975819,120.891656
040000000,041000000,041012000,041012031,Payapa Ilaya,14.000442,120.893656
040000000,041000000,041012000,041012032,District I,13.877257,120.914961
040000000,041000000,041012000,041012033,District II,13.879993,120.917577
040000000,041000000,041012000,041012034,District III,13.882591,120.914020
040000000,041000000,041012000,041012035,District IV,13.886008,120.913259
040000000,041000000,041012000,041012036,Rizal,13.878475,120.914690
040000000,041000000,041012000,041012037,Sambal Ibaba,13.881812,120.909613
040000000,041000000,041012000,041012038,Sambal Ilaya,13.886186,120.905701
040000000,041000000,041012000,041012039,San Isidro Ibaba,13.929490,120.892103
040000000,041000000,041012000,041012040,San Isidro Itaas,13.950917,120.896908
040000000,041000000,041012000,041012041,Sangalang,13.883391,120.911020
040000000,041000000,041012000,041012043,Talaga,13.983837,120.869974
040000000,041000000,041012000,041012044,Tubigan,13.910531,120.902747
040000000,041000000,041012000,041012045,Tubuan,13.940154,120.867187
040000000,041000000,041012000,041012046,Wawa Ibaba,13.873829,120.914303
040000000,041000000,041012000,041012047,Wawa Ilaya,13.875589,120.914409
040000000,041000000,041012000,041012048,Sinisian East,13.912100,120.860570
